resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,fastestLapTime,statusId,rank
181,1115,857,1,81,1,1,1,1,8,19,35:01.297,2101297,17,1:25.926,1,\N
182,1115,830,9,1,3,2,2,2,7,19,+1.871,2103168,17,1:25.604,1,\N
183,1115,846,1,4,2,3,3,3,6,19,+8.497,2109794,19,1:25.662,1,\N
184,1115,847,131,63,4,4,4,4,5,19,+11.036,2112333,18,1:27.220,1,\N
185,1115,1,131,44,12,5,5,5,4,19,+17.314,2118611,19,1:27.968,1,\N
186,1115,832,6,55,5,6,6,6,3,19,+18.806,2120103,7,1:28.644,1,\N
187,1115,848,3,23,17,7,7,7,2,19,+19.864,2121161,16,1:28.717,1,\N
188,1115,4,117,14,9,8,8,8,1,19,+21.180,2122477,16,1:28.717,1,\N
189,1115,842,214,10,11,9,9,9,0,19,+21.742,2123039,16,1:28.769,1,\N
190,1115,822,51,77,13,10,10,10,0,19,+22.208,2123505,17,1:29.017,1,\N
191,1115,852,213,22,18,11,11,11,0,19,+22.863,2124160,17,1:29.381,1,\N
192,1115,844,6,16,6,12,12,12,0,19,+24.860,2126157,8,1:28.759,1,\N
193,1115,840,117,18,16,13,13,13,0,19,+24.523,2125820,17,1:29.536,1,\N
194,1115,825,210,20,19,14,14,14,0,19,+24.970,2126267,17,1:29.560,1,\N
195,1115,855,51,24,15,15,15,15,0,19,+26.868,2128165,17,1:29.553,1,\N
196,1115,807,210,27,7,\N,R,16,0,11,\N,\N,9,1:29.307,31,\N
197,1115,839,214,31,10,\N,R,17,0,10,\N,\N,8,1:29.388,31,\N
198,1115,815,9,11,8,\N,R,18,0,10,\N,\N,9,1:28.584,31,\N
199,1115,858,3,2,20,\N,R,19,0,2,\N,\N,2,2:03.562,31,\N
200,1115,859,213,40,14,\N,R,20,0,0,\N,\N,\N,\N,31,\N
201,1116,830,9,1,1,1,1,1,8,19,31:30.849,1890849,2,1:39.060,1,\N
202,1116,1,131,44,3,2,2,2,7,19,+9.465,1900314,3,1:39.138,1,\N
203,1116,844,6,16,2,3,3,3,6,19,+17.987,1908836,3,1:39.634,1,\N
204,1116,846,1,4,4,4,4,4,5,19,+18.863,1909712,15,1:39.795,1,\N
205,1116,815,9,11,7,5,5,5,4,19,+22.928,1913777,6,1:39.824,1,\N
206,1116,832,6,55,6,6,6,6,3,19,+28.307,1919156,5,1:40.223,1,\N
207,1116,842,214,10,9,7,7,7,2,19,+32.403,1923252,5,1:40.155,1,\N
208,1116,847,131,63,11,8,8,8,1,19,+34.250,1925099,10,1:40.253,1,\N
209,1116,848,3,23,8,9,9,9,0,19,+34.567,1925416,17,1:40.094,1,\N
210,1116,857,1,81,5,10,10,10,0,19,+42.403,1933252,16,1:41.037,1,\N
211,1116,839,214,31,13,11,11,11,0,19,+44.986,1935835,15,1:41.013,1,\N
212,1116,817,213,3,10,12,12,12,0,19,+45.509,1936358,14,1:40.434,1,\N
213,1116,4,117,14,12,13,13,13,0,19,+49.086,1939935,16,1:40.805,1,\N
214,1116,852,213,22,19,14,14,14,0,19,+49.733,1940582,17,1:40.632,1,\N
215,1116,807,210,27,16,15,15,15,0,19,+56.650,1947499,18,1:41.232,1,\N
216,1116,822,51,77,18,16,16,16,0,19,+1:04.401,1955250,18,1:41.503,1,\N
217,1116,855,51,24,15,17,17,17,0,19,+1:07.972,1958821,18,1:41.595,1,\N
218,1116,825,210,20,17,18,18,18,0,19,+1:11.122,1961971,3,1:41.699,1,\N
219,1116,858,3,2,20,19,19,19,0,19,+1:11.449,1962298,6,1:41.947,1,\N
220,1116,840,117,18,14,\N,R,20,0,16,\N,\N,5,1:41.460,23,\N
221,1118,830,9,1,2,1,1,1,8,24,30:07.209,1807209,3,1:14.540,1,\N
222,1118,846,1,4,1,2,2,2,7,24,+4.287,1811496,3,1:14.647,1,\N
223,1118,815,9,11,3,3,3,3,6,24,+13.617,1820826,2,1:15.008,1,\N
224,1118,847,131,63,4,4,4,4,5,24,+25.879,1833088,2,1:14.422,1,\N
225,1118,844,6,16,7,5,5,5,4,24,+28.560,1835769,3,1:15.411,1,\N
226,1118,852,213,22,6,6,6,6,3,24,+29.210,1836419,2,1:15.532,1,\N
227,1118,1,131,44,5,7,7,7,2,24,+34.726,1841935,2,1:15.276,1,\N
228,1118,832,6,55,9,8,8,8,1,24,+35.106,1842315,3,1:15.362,1,\N
229,1118,817,213,3,8,9,9,9,0,24,+35.303,1842512,2,1:15.460,1,\N
230,1118,857,1,81,10,10,10,10,0,24,+38.219,1845428,2,1:15.463,1,\N
231,1118,4,117,14,15,11,11,11,0,24,+39.061,1846270,4,1:15.477,1,\N
232,1118,840,117,18,17,12,12,12,0,24,+39.478,1846687,3,1:15.467,1,\N
233,1118,842,214,10,13,13,13,13,0,24,+40.621,1847830,3,1:15.209,1,\N
234,1118,839,214,31,16,14,14,14,0,24,+42.848,1850057,3,1:15.536,1,\N
235,1118,848,3,23,19,15,15,15,0,24,+43.394,1850603,3,1:15.598,1,\N
236,1118,825,210,20,11,16,16,16,0,24,+56.507,1863716,3,1:15.464,1,\N
237,1118,855,51,24,18,17,17,17,0,24,+58.723,1865932,3,1:15.837,1,\N
238,1118,807,210,27,12,18,18,18,0,24,+1:00.330,1867539,3,1:15.472,1,\N
239,1118,822,51,77,14,19,19,19,0,24,+1:00.749,1867958,3,1:15.738,1,\N
240,1118,858,3,2,20,20,20,20,0,24,+1:00.945,1868154,4,1:15.496,1,\N
241,1125,830,9,1,4,1,1,1,8,19,32:04.660,1924660,3,1:40.331,1,\N
242,1125,1,131,44,2,2,2,2,7,19,+13.043,1937703,3,1:40.420,1,\N
243,1125,815,9,11,6,3,3,3,6,19,+15.258,1939918,4,1:41.065,1,\N
244,1125,844,6,16,7,4,4,4,5,19,+17.486,1942146,4,1:41.003,1,\N
245,1125,832,6,55,5,5,5,5,4,19,+20.696,1945356,4,1:40.962,1,\N
246,1125,846,1,4,1,6,6,6,3,19,+22.088,1946748,4,1:40.951,1,\N
247,1125,857,1,81,8,7,7,7,2,19,+24.713,1949373,3,1:41.107,1,\N
248,1125,847,131,63,11,8,8,8,1,19,+25.696,1950356,5,1:41.505,1,\N
249,1125,855,15,24,10,9,9,9,0,19,+31.951,1956611,4,1:41.502,1,\N
250,1125,825,210,20,12,10,10,10,0,19,+37.398,1962058,5,1:42.092,1,\N
251,1125,817,215,3,14,11,11,11,0,19,+37.840,1962500,6,1:42.234,1,\N
252,1125,822,15,77,9,12,12,12,0,19,+38.295,1962955,6,1:42.140,1,\N
253,1125,839,214,31,17,13,13,13,0,19,+39.841,1964501,4,1:42.191,1,\N
254,1125,840,117,18,15,14,14,14,0,19,+40.299,1964959,5,1:42.258,1,\N
255,1125,842,214,10,16,15,15,15,0,19,+40.838,1965498,4,1:42.017,1,\N
256,1125,852,215,22,19,16,16,16,0,19,+41.870,1966530,4,1:42.056,1,\N
257,1125,848,3,23,18,17,17,17,0,19,+42.998,1967658,8,1:42.389,1,\N
258,1125,858,3,2,20,18,18,18,0,19,+46.352,1971012,7,1:42.516,1,\N
259,1125,807,210,27,13,19,19,19,0,19,+49.630,1974290,5,1:42.315,1,\N
260,1125,4,117,14,3,20,20,20,0,17,\N,\N,3,1:40.537,31,\N
261,1126,830,9,1,1,1,1,1,8,19,31:31.383,1891383,4,1:30.415,1,\N
262,1126,844,6,16,2,2,2,2,7,19,+3.371,1894754,4,1:30.807,1,\N
263,1126,815,9,11,3,3,3,3,6,19,+5.095,1896478,19,1:30.921,1,\N
264,1126,817,215,3,4,4,4,4,5,19,+14.971,1906354,4,1:31.505,1,\N
265,1126,832,6,55,5,5,5,5,4,19,+15.222,1906605,17,1:31.568,1,\N
266,1126,857,1,81,6,6,6,6,3,19,+15.750,1907133,19,1:31.393,1,\N
267,1126,807,210,27,10,7,7,7,2,19,+22.054,1913437,8,1:31.963,1,\N
268,1126,852,215,22,15,8,8,8,1,19,+29.816,1921199,16,1:31.844,1,\N
269,1126,842,214,10,16,9,9,9,0,19,+31.880,1923263,6,1:32.148,1,\N
270,1126,858,3,2,18,10,10,10,0,19,+34.355,1925738,6,1:32.192,1,\N
271,1126,855,15,24,17,11,11,11,0,19,+35.078,1926461,7,1:32.131,1,\N
272,1126,847,131,63,11,12,12,12,0,19,+35.755,1927138,8,1:32.173,1,\N
273,1126,848,3,23,20,13,13,13,0,19,+36.086,1927469,6,1:32.223,1,\N
274,1126,822,15,77,19,14,14,14,0,19,+36.892,1928275,7,1:32.462,1,\N
275,1126,839,214,31,13,15,15,15,0,19,+37.740,1929123,19,1:32.218,1,\N
276,1126,1,131,44,12,16,16,16,0,19,+49.347,1940730,16,1:31.830,1,\N
277,1126,4,117,14,8,17,17,17,0,19,+59.409,1950792,7,1:32.355,1,\N
278,1126,825,210,20,14,18,18,18,0,19,+1:06.303,1957686,5,1:32.113,1,\N
279,1126,840,117,18,7,19,19,19,0,1,\N,\N,\N,\N,31,\N
280,1126,846,1,4,9,20,20,20,0,0,\N,\N,\N,\N,31,\N
281,1131,830,9,1,1,1,1,1,8,23,26:41.389,1601389,8,1:09.013,1,\N
282,1131,857,1,81,3,2,2,2,7,23,+4.616,1606005,2,1:08.980,1,\N
283,1131,846,1,4,2,3,3,3,6,23,+5.348,1606737,2,1:08.935,1,\N
284,1131,847,131,63,4,4,4,4,5,23,+8.354,1609743,4,1:09.194,1,\N
285,1131,832,6,55,5,5,5,5,4,23,+9.989,1611378,4,1:09.121,1,\N
286,1131,1,131,44,6,6,6,6,3,23,+11.207,1612596,5,1:09.265,1,\N
287,1131,844,6,16,10,7,7,7,2,23,+13.424,1614813,5,1:09.352,1,\N
288,1131,815,9,11,7,8,8,8,1,23,+17.409,1618798,4,1:09.420,1,\N
289,1131,825,210,20,11,9,9,9,0,23,+24.067,1625456,13,1:09.942,1,\N
290,1131,840,117,18,12,10,10,10,0,23,+30.175,1631564,11,1:10.260,1,\N
291,1131,839,214,31,8,11,11,11,0,23,+30.839,1632228,9,1:10.254,1,\N
292,1131,842,214,10,9,12,12,12,0,23,+31.308,1632697,10,1:10.168,1,\N
293,1131,852,215,22,14,13,13,13,0,23,+35.452,1636841,5,1:10.363,1,\N
294,1131,817,215,3,16,14,14,14,0,23,+39.397,1640786,5,1:10.480,1,\N
295,1131,4,117,14,13,15,15,15,0,23,+43.155,1644544,5,1:10.393,1,\N
296,1131,858,3,2,15,16,16,16,0,23,+44.076,1645465,6,1:10.488,1,\N
297,1131,848,3,23,0,17,17,17,0,23,+44.673,1646062,8,1:10.562,1,\N
298,1131,822,15,77,18,18,18,18,0,23,+46.511,1647900,8,1:10.590,1,\N
299,1131,807,210,27,17,19,19,19,0,23,+48.423,1649812,4,1:10.512,1,\N
300,1131,855,15,24,19,20,20,20,0,23,+53.143,1654532,6,1:10.613,1,\N
301,1139,830,9,1,1,1,1,1,8,19,31:06.146,1866146,19,1:37.463,1,\N
302,1139,832,6,55,5,2,2,2,7,19,+3.882,1870028,19,1:37.552,1,\N
303,1139,846,1,4,4,3,3,3,6,19,+6.240,1872386,17,1:38.045,1,\N
304,1139,844,6,16,3,4,4,4,5,19,+6.956,1873102,11,1:37.748,1,\N
305,1139,847,131,63,2,5,5,5,4,19,+15.766,1881912,4,1:38.301,1,\N
306,1139,1,131,44,7,6,6,6,3,19,+18.724,1884870,17,1:38.372,1,\N
307,1139,825,210,20,8,7,7,7,2,19,+25.161,1891307,6,1:38.602,1,\N
308,1139,807,210,27,6,8,8,8,1,19,+26.588,1892734,16,1:38.746,1,\N
